128.0546 42.0078
127.8789 42.2695
127.8046 42.2851
127.8203 42.3242
127.8750 42.3203
128.0039 42.4101
128.0234 42.5546
127.9687 42.6445
127.8867 42.6679
127.8320 42.7773
127.7265 42.8203
127.4765 43.0234
127.4843 43.1328
127.5625 43.4562
127.6093 43.1484
127.6562 43.2656
127.6250 43.2968
127.6250 43.3359
127.6718 43.3515
127.7031 43.4843
128.0078 43.7109
128.0078 43.7578
127.8906 43.7968
127.8593 43.8671
127.7734 43.9296
127.7890 43.9843
127.8750 44.0625
128.0703 44.1171
128.0859 44.2968
128.0507 44.3359
128.0664 44.3750
128.1679 44.3359
128.2148 44.4335
128.3554 44.5117
128.4765 44.3710
128.4492 44.2382
128.4687 44.1601
128.8710 43.5468
128.9375 43.5507
129.0117 43.5195
129.2265 43.5898
129.2070 43.7734
129.2539 43.8164
129.3632 43.7929
129.1960 43.8671
129.7812 43.8906
129.7890 43.9609
129.9531 44.0234
130.0234 43.9453
130.0078 43.8632
130.0664 43.8281
130.1718 43.9257
130.2500 43.9492
130.3085 44.0273
130.3593 44.0468
130.3398 43.9531
130.4687 43.6523
130.8671 43.4257
131.0117 43.5039
131.1367 43.4257
131.3124 43.4687
131.3085 43.3906
131.1015 43.0195
131.1406 42.9492
131.1054 42.9101
131.0195 42.9140
131.0351 42.8554
130.8164 42.8789
130.4101 42.7304
130.4687 42.6835
130.5312 42.6953
130.6328 42.6015
130.5703 42.5234
130.6171 42.4335
130.5585 42.4335
130.5585 42.5117
130.5195 42.5781
130.5195 42.6132
130.4687 42.6093
130.4257 42.6093
130.3750 42.6015
130.2421 42.7187
130.2656 42.8945
130.1132 42.9062
130.1406 42.9765
129.8867 43.0000
129.7304 42.4414
129.7109 42.4257
129.6562 42.4296
129.6210 42.4648
129.5507 42.3671
129.3437 42.4492
129.1914 42.2617
129.2187 42.1992
128.9453 42.0234
128.9062 42.0117
128.5585 41.9960
128.0898 42.0195
