125.6953 43.2500
125.8125 43.3125
125.8515 43.2890
125.9726 43.3359
126.0156 43.3593
125.9804 43.4101
125.8476 43.4882
125.8945 43.6171
125.8007 43.7929
125.8203 43.8554
125.9609 43.8389
125.9468 43.8828
125.9921 44.0039
126.1718 44.1679
126.4609 44.1718
126.5000 44.2343
126.4648 44.2539
126.4570 44.3554
126.4921 44.3710
126.4765 44.4218
126.4218 44.4179
126.4023 44.5156
126.5507 44.5585
126.6210 44.5703
126.7500 44.5117
126.9843 44.5234
127.0468 44.5703
127.2031 44.6250
127.2656 44.5937
127.3046 44.6406
127.5703 44.5546
127.5468 44.5234
127.4609 44.5078
127.4687 44.4453
127.5078 44.4375
127.4768 44.3828
127.6172 44.2578
127.5859 44.2109
127.6718 44.1562
127.7187 44.1796
127.7812 44.0468
127.8750 44.0625
127.7890 43.9843
127.7734 43.9296
127.8593 43.8671
127.8906 43.7968
128.0078 43.7578
128.0078 43.7109
127.7031 43.4843
127.6718 43.3515
127.6250 43.3359
127.6250 43.2968
127.6562 43.2656
127.6093 43.1484
127.5625 43.4562
127.4843 43.1328
127.4765 43.0234
127.7265 42.8203
127.4609 42.5546 
127.3281 42.6250
127.2500 42.5859
127.2031 42.6015
127.2500 42.6953
127.1953 42.7968
126.8437 42.7812
126.8203 42.6953
126.7421 42.6640
126.6562 42.7187
126.5546 42.6562
126.3828 42.6875
126.3984 42.7968
126.2265 42.7656
125.9765 42.8046
125.7890 43.0078
125.7304 43.0000
125.6562 43.0625
125.7773 43.0859
125.7578 43.1289
125.7148 43.1210
125.6445 43.2109
