125.2500 42.3085
125.3320 42.3320
125.3398 42.3593
125.3984 42.3828
125.4375 42.3750
125.5623 42.4296
125.5859 42.5039
125.6445 42.5468
125.6601 42.5351
125.7148 42.6015
125.6835 42.5976
125.6484 42.7304
125.8437 42.7578
125.7382 42.8515
125.7656 42.9218
125.7343 42.9960
125.7695 43.0156
125.8593 42.9414
125.9335 42.8242
126.2304 42.7773
126.3125 42.8164
126.3867 42.8125
126.3789 42.6992
126.5468 42.6679
126.6484 42.7265
126.7460 42.6718
126.7031 42.6054
126.6250 42.5742
126.6171 42.4648
126.5742 42.4648
126.5195 42.3984
126.5273 42.2460
126.5859 42.2226
126.5351 42.1796
126.4921 42.1953
126.3750 42.0703
126.1093 41.9492
126.2421 41.8828
126.2148 41.8515
126.2695 41.8515
126.3164 41.7929
126.2812 41.6914
126.3203 41.6562
126.4101 41.6601
126.3984 41.5742
126.3984 41.5156
126.5078 41.5000
126.5585 41.5273
126.5000 41.4296
126.5273 41.3593
126.4257 41.3476
126.2890 41.1562
126.1210 41.0781
126.0195 40.9062
125.7226 40.8554
125.6601 40.9062
125.5703 40.8828
125.5820 40.9257
125.6289 40.9453
125.7539 41.1875
125.4453 41.5898
125.4648 41.6406
125.4062 41.6914
125.3125 41.6679
125.3320 41.7460
125.2929 41.8515
125.3281 41.9335
125.2812 41.9726
125.4765 42.1210
125.4570 42.1562
125.3750 42.1757
125.3437 42.1328
125.3085 42.1445
